embedding,embedding_modelo,id_pregunta,categoria,modelo,pregunta,respuesta,respuesta_referencia,fuentes,tiempo_segundos,num_docs_recuperados
bge-m3,BAAI/bge-m3,9,libro_reclamaciones,llama3.1:8b,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?,"Sí, una empresa o negocio digital debe tener un libro de reclamaciones. De acuerdo con el artículo 150 del Código de Protección y Defensa del Consumidor, los establecimientos comerciales y las plataformas digitales de comercio electrónico deben contar con un libro de reclamaciones en forma física o virtual.

En la práctica, esto significa que si eres un consumidor y tienes un problema con una empresa digital, puedes solicitarle que te muestre su libro de reclamaciones. Si es un libro físico, puede pedirte que lo revises allí mismo. Si es virtual, el proveedor debe guiar a los consumidores para que ingrese su queja o reclamo correctamente en el Libro de Reclamaciones.

Recuerda que puedes solicitar a la empresa digital que te muestre su libro de reclamaciones en cualquier momento, y si no lo hace, puedes presentar una denuncia ante INDECOPI.

Fuente: Código de Protección y Defensa del Consumidor (Ley N° 29571).","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Decreto Supremo N° 011-2011-PCM | Lineamientos sobre Protección al Consumidor - Actualizado 2022,2.56,3
bge-m3,BAAI/bge-m3,10,precios,llama3.1:8b,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?,"No, según el artículo 4.1 del Código de Protección y Defensa del Consumidor, si un proveedor muestra precios de productos o servicios en sus listas de precios, rótulos, letreros, etiquetas, envases u otros, debe indicar en forma destacada el precio total, que incluye los tributos, comisiones y cargos aplicables. Esto significa que no pueden subir o cobrarte más del precio mostrado.

Para actuar paso a paso:

1. Verifica si la tienda o página web muestra el precio total de producto o servicio, incluyendo tributos, comisiones y cargos.
2. Si detectas un incremento en el monto que debes pagar, puedes solicitar al proveedor que te explique las razones del cambio.
3. Si el proveedor no puede justificar el aumento o lo hace de manera discrecional, puedes acudir a INDECOPI para que se intervenga y se resuelva la situación.

Recuerda que siempre es mejor pedir claridad sobre cualquier cargo adicional antes de realizar la transacción.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571 (no especifica el artículo utilizado en la respuesta)","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,2.91,3
bge-m3,BAAI/bge-m3,11,precios,llama3.1:8b,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?,"Si el restaurante te entrega una carta con un precio diferenciado sin justificación alguna, como sucedió en ese caso donde les dieron cartas azules a los hombres y cartas amarillas a las mujeres, puedes reclamar ante INDECOPI. Si crees que es abusivo, debes comunicarte con el equipo de atención al cliente del restaurante para explicar tu situación e insistir en conocer la justificación de ese hecho. Si no te dan una respuesta satisfactoria o si tienes razones para pensar que se ha cometido un abuso contra tus derechos como consumidor, puedes denunciarlo ante INDECOPI.

Si el restaurante no tiene ninguna justificación válida y continúa ofreciendo tratamientos diferenciados sin fundamento entre hombres y mujeres, es probable que estén incumpliendo la Ley N° 29571. La Sala ya sancionó a un restaurante por ese tipo de práctica, lo cual indica claramente que no es una conducta aceptada.

Por tanto, puedes presentar tu reclamo ante INDECOPI y ellos podrían imponer medidas correctivas o incluso multas si el caso se considera grave. Además, como consumidor, debes estar atento a cualquier otro tipo de práctica abusiva que se te presente en el restaurante.

Recuerda siempre tener una copia de tu reclamo y seguir cualquier instrucción que le des al restaurante para documentar la situación.

Fuente: Ley N° 29571.","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Anexos de la Resolución SBS N° 3274-2017 | Anexos de la Resolución SBS N° 3274-2017,3.48,3
bge-m3,BAAI/bge-m3,12,educacion,llama3.1:8b,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?,"No. De acuerdo con el artículo 2.1 del contexto legal, las instituciones educativas públicas y privadas están prohibidas de obligar a los alumnos o a los padres de familia a adquirir textos escolares nuevos.

En la práctica, puedes hacer lo siguiente:

1. Infórmale al colegio que no estás obligado a comprar libros de texto nuevos.
2. Puedes optar por textos de segundo uso, como se menciona en el artículo 2.2 del contexto legal.
3. Si el colegio insiste en la compra de libros de texto nuevos, puedes considerar denunciarlo a INDECOPI si crees que están actuando de manera abusiva.

Recuerda que es tu derecho como padre de familia adquirir textos escolares en las mejores condiciones de calidad y precio.",No. Por ley los textos escolares que lleven los alumnos pueden ser reutilizados o de segunda mano. Está prohibido y sancionado exigir la compra de libros totalmente nuevos.,Ley N° 29694 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Ley N° 29694,2.11,3
bge-m3,BAAI/bge-m3,1,libro_reclamaciones,mistral:7b-instruct,¿Cuál es la diferencia entre queja y reclamo en el Libro de Reclamaciones?," La queja expresa un malestar o descontento con la atención recibida por parte del proveedor, pero no se relaciona directamente con el producto o servicio adquirido. Es un paso previo para presentar un reclamo. Por otro lado, el reclamo está vinculado directamente a una falla o disconformidad con el producto o servicio y obliga a la empresa a dar una respuesta formal. Ambos son herramientas del Libro de Reclamaciones que pueden ser utilizadas por los consumidores para solucionar problemas con los proveedores. En el caso de que las vías directas hayan fracasado, se puede presentar una denuncia ante la autoridad competente (INDECOPI).","La reclamación trata sobre problemas o deficiencias en el producto o servicio en sí, como un aparato que no funcione o una comida contaminada, mientras que una queja trata sobre el servicio al cliente y el trato al consumidor por parte del establecimiento o proveedor, como un mesero que exija propina.",Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Decreto Supremo N° 011-2011-PCM,3.15,3
bge-m3,BAAI/bge-m3,2,telecomunicaciones,mistral:7b-instruct,¿A quién reclamo si tengo un problema con mi servicio de telefonía móvil?," Si tienes un problema con tu servicio de telefonía móvil, debes presentar tu reclamo a la empresa operadora que provee el servicio. Puedes hacerlo por medio de los siguientes canales:

1. Telefónico: Comunicarte desde el mismo número sobre el cual se está reclamando con la empresa.
2. Personal: Llenar un formulario digital y entregarle una copia impresa a la empresa operadora.
3. Por escrito: Presentar un escrito conteniendo el recurso de apelación, en original y copia.
4. Por página web o aplicativo: Si tu operadora dispone de una página web o aplicativo, puedes presentar tu reclamo a través de ellos.

El formulario para presentar el reclamo se encuentra aprobado por la OSIPTEL (Oficina Superintendencia de las Telecomunicaciones) y debe incluir información específica sobre tu problema, como descripción del problema y solicitud necesaria.

La empresa operadora debe llenar el formulario correspondiente y proporcionar un ejemplar del formulario al usuario como constancia de su recepción. Además, te deben informar el plazo máximo con el que cuenta para elevar la queja al TRASU (Tribunal Regulatorio de las Telecomunicaciones) y brindarte el enlace correspondiente al expediente virtual en segunda instancia.

Para obtener más información sobre los derechos del consumidor, puedes visitar el sitio web de INDECOPI (Instituto Nacional de Defensa de la Competencia y Protección de la Propiedad Intelectual).

Fuente: Ley N° 29571, Código de Protección y Defensa del Consumidor; Reglamento de Servicios Públicos de Telecomunicaciones.","El primer reclamo debe hacerse a la empresa prestadora del servicio, sea Claro, Movistar, Entel, etc. Ellos te deben brindar medios o canales para presentar tu reclamo. Si, luego de su respuesta, no sientes que han satisfecho tus derechos, puedes interponer una denuncia ante INDECOPI.",Guía de reclamos y quejas en el servicio público de telecomunicaciones | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL | Resolución del Consejo Directivo N° 099-2022-CD-OSIPTEL,4.28,3
bge-m3,BAAI/bge-m3,3,indecopi,mistral:7b-instruct,¿Qué diferencia una denuncia de una reclamación?," Una reclamación es una comunicación directa que haces a la empresa sobre una falla o disconformidad con el producto o servicio que has adquirido. Se presenta a través del Libro de Reclamaciones del proveedor, ya sea físico o virtual, y obliga a la empresa a dar una respuesta formal. Una denuncia es un procedimiento más formal ante la autoridad competente (INDECOPI) cuando el proveedor no ha resuelto correctamente el reclamo o ha cometido alguna infracción al Código de Protección y Defensa del Consumidor. La denuncia es el paso posterior ante la autoridad competente cuando la vía directa ha fallado.",Un reclamo o queja es una muestra de disconformidad que brinda el consumidor contra la empresa o proveedor a través del Libro de Reclamaciones. Una denuncia es una solicitud dirigida a INDECOPI para que sancionen con una multa al proveedor o empresa por vulnerar tus derechos como consumidor. Primero debe realizarse el reclamo antes de acudir a la denuncia.,Guía de procedimientos INDECOPI - Reclamos y Denuncias | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Resolución SBS N° 04036-2022,1.86,3
bge-m3,BAAI/bge-m3,4,inmobiliario,mistral:7b-instruct,¿Qué debe figurar en el contrato de compraventa de un departamento que me brinda la inmobiliaria?," Para un contrato de compra-venta de un departamento, de acuerdo con lo establecido por la ley peruana, el contrato debe contener al menos la siguiente información:

1. Identificación de las partes (vendedor y comprador), incluyendo sus domicilios legales.
2. Identificación del departamento que se está vendiendo.
3. Identificación de la partida registral del departamento.
4. Identificación de las áreas exclusivas y comunes, si es necesario.
5. Precio de venta del departamento.
6. Forma de pago y plazo.
7. Plazo, fecha o condiciones expresas de entrega del departamento y penalidades por incumplimiento, si se hubiesen pactado.
8. Mecanismos para la solución de controversias.
9. La obligación del vendedor de firmar todos los documentos necesarios para perfeccionar la transferencia del departamento.

Para garantizar la seguridad y protección de su compra, es importante que también se entregue a usted, al firmar el contrato, la siguiente información:

1. En caso de un departamento en construcción (inmueble futuro):
   - Resolución municipal que apruebe el proyecto de habilitación urbana y el plano correspondiente.
   - Plano de la lotización, detallando la ubicación del lote.
   - Plano del lote con indicación del área y sus medidas perimétricas.
   - Características de la habilitación urbana.
2. En caso de un departamento terminado:
   - Copia de la partida registral.
   - Copia de los planos de las instalaciones de los servicios del inmueble.

Luego, para que el contrato sea legalmente válido, ambas partes (el comprador y el vendedor) deben acudir ante una notaría a nivel nacional para redactar la escritura pública que contiene la minuta, y posteriormente presentarla ante la Superintendencia Nacional de Registros Públicos – SUNARP para su inscripción.

Referencias:
1. Ley N° 29571 - Código de Protección y Defensa del Consumidor (Artículos 78, 80)
2. Resolución SUNARP N° 032-2016-TS-DG/SUNARP/AFO/DVG - Normas para la redacción de escrituras públicas de compraventa de inmuebles (Artículo 5)
3. Resolución Ministerial N° 049-2018-INF/ECONOMÍA Y FISCALIDAD - Condiciones minima para que se valide un contrato de venta de un inmueble en planos (Artículo 7)
4. Resolución Ministerial N° 045-2018-INF/ECONOMÍA Y FISCALIDAD - Condiciones minima para que se valide un contrato de venta de un inmueble construido (Artículo 7)","Deben brindarse todos los datos y condiciones de la venta del departamento. Algunas cosas indispensables son el área del inmueble, el precio exacto, la forma y plazos de pago, las penalidades que hubieran y la forma de resolver controversias. Estos datos deben coincidir con las ofertas y ofrecimientos dados en la publicidad o las negociaciones previas.",Código de Protección y Defensa del Consumidor | Guía sobre productos y servicios inmobiliarios | Guía sobre productos y servicios inmobiliarios,6.91,3
bge-m3,BAAI/bge-m3,5,servicios_financieros,mistral:7b-instruct,"¿Tengo derecho a pagar por adelantado mis préstamos con el banco, para evitar intereses?"," Sí, como consumidor tienes el derecho de pagar anticipadamente o prepagar tus créditos o préstamos, tanto en forma total como parcial. Al hacerlo, los intereses compensatorios generados al día de pago se reducirán y serán liquidados las comisiones y gastos derivados de las cláusulas contractuales entre tú y la entidad bancaria. Además, el establecimiento de una formalidad para solicitar un pago anticipado no constituye una negación del derecho a hacerlo, mientras que la exigencia de pagar una comisión expresada en porcentajes puede ser considerada como forma de recuperar los intereses dejados de percibir.

En el caso de las compras de deudas, tienes la responsabilidad de completar correctamente los datos de tus cuentas afectadas y las cuentas de destino de tu operación. Las entidades financieras se encargarán de gestionar su realización en los términos acordados respecto al monto y oportunidad convenidos. En caso de rechazo por parte del banco receptor, las empresas deberán sustentar documentariamente dicha justificación para ser eximidas de responsabilidad.","Sí. El consumidor tiene derecho a pagar por adelantado los créditos o deudas que haya contraído con la institución financiera, libremente. El banco no puede negarse a recibir el pago.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Lineamientos sobre Protección al Consumidor - Actualizado 2022,2.79,3
bge-m3,BAAI/bge-m3,6,indecopi,mistral:7b-instruct,¿Puedo pedir indemnización o reparación por los daños sufridos mediante el Libro de Reclamaciones o INDECOPI?," No, no puedes pedir indemnizaciones ni reparaciones por los daños sufridos a través del Libro de Reclamaciones o INDECOPI. Si has sufrido daños mayores como lucro cesante, daño emergente, daño físico, lesiones o daño moral, debes iniciar un proceso judicial ordinario ante el Poder Judicial por la vía civil, lo cual requiere asistencia de un abogado. INDECOPI solo puede sancionar al proveedor por infringir el Código de Protección y Defensa del Consumidor e intentar reparar el valor del consumo dictando medidas correctivas (como devolver el monto pagado o cambiar el producto).

Fuente: Texto provisto en el contexto legal.","No. La reclamación y la denuncia por derechos de consumidor no permiten exigirle a la empresa o proveedor una indemnización por daños y perjuicios. La indemnización por los daños sufridos debe interponerse como un juicio ordinario, ante el Poder Judicial.",Decreto Supremo N° 011-2011-PCM | Guía de procedimientos INDECOPI - Reclamos y Denuncias | Resolución Final N° 016-2022/CPC-INDECOPI-PUN,1.84,3
bge-m3,BAAI/bge-m3,7,productos_defectuosos,mistral:7b-instruct,¿Pueden negarse a cambiarme una prenda de ropa porque la que compré tiene roturas o mala calidad?," Si la prenda de ropa que compro presenta roturas o mala calidad, tienes derecho a que se te cambie. Esto se basa en el artículo 97 del Código de Protección y Defensa del Consumidor peruano. Allí se establece que los consumidores pueden recibir la reparación o reposición de un producto, como es tu prenda, si tiene defectos o no cumple con las especificaciones correspondientes, entre otras cosas. Si el vendedor no te cambia la prenda, puedes denunciarlo ante la INDECOPI. Además, recuerda que acompañe su reclamación con pruebas de lo que se presenta en la prenda (fotos o testimonios).

Fuente: Ministerio de Comercio Exterior y Turismo del Perú, Código de Protección y Defensa al Consumidor - Ley N° 29571","No. Si el producto no cumple con la calidad, materiales o cualificaciones que se ofrecieron, entonces están obligados a restituirte un nuevo producto.",Código de Protección y Defensa del Consumidor | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Código de Protección y Defensa del Consumidor,2.26,3
bge-m3,BAAI/bge-m3,8,servicios_financieros,mistral:7b-instruct,¿El banco puede cobrar comisiones o conceptos a mi tarjeta de crédito sin avisarme?," El banco no puede cargarle comisiones u otros conceptos a su tarjeta de crédito sin antes informarlo por medio de su Tarifario. Algunos ejemplos de conceptos que pueden cobrar son la reposición de la tarjeta, tarjetas adicionales y tarjetas de beneficios asociadas a la tarjeta de crédito. En caso de duda o si cree que está siendo cobrado sin su consentimiento, se recomienda contactar al banco para solicitar una explicación.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571 - Sección Séptima - Oferta de tarjetas de crédito sin comisión de membresía.",No. Está prohibido aumentar o cambiar las comisiones y otros gastos que pague el consumidor sin que primero se le informe adecuadamente.,Resolución SBS N° 3274-2017 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Cartilla informativa sobre Tarjetas de Crédito,1.8,3
bge-m3,BAAI/bge-m3,9,libro_reclamaciones,mistral:7b-instruct,¿Una empresa o negocio digital tiene que tener un libro de reclamaciones?," Sí, es verdad. Si una empresa o negocio funciona en forma tradicional (físico) o digital (en línea), necesita tener un libro de reclamaciones para recibir las quejas o reclamos que hagan los consumidores. Este libro puede estar físicamente o virtualmente, según lo especificado en el artículo 4 del Código de Protección y Defensa del Consumidor peruano.","Sí. Todos los negocios, sean con tienda física o virtual, deben contar con un libro de reclamaciones. En caso de un negocio digital, el libro de reclamaciones es virtual, y tiene las mismas características que un libro de reclamaciones físico.",Código de Protección y Defensa del Consumidor | Decreto Supremo N° 011-2011-PCM | Lineamientos sobre Protección al Consumidor - Actualizado 2022,1.15,3
bge-m3,BAAI/bge-m3,10,precios,mistral:7b-instruct,¿Pueden subir o cobrarme más del precio que muestran en la tienda o página web?," No, los establecimientos comerciales no pueden subir o cobrarte más del precio que muestren en su local o página web. Debe estar indicado el precio total, incluyendo tributos, comisiones y cargos aplicables (Artículo 4). Además, no puede haber cobro de montos adicionales por cualquier tipo de concepto o recargo de manera disgregada al precio final (Artículo 4.2). En caso de ofertas, promociones, rebajas o descuentos, el consumidor puede utilizar indistintamente cualquier medio de pago, salvo que el proveedor ponga en su conocimiento las condiciones, restricciones y forma de pago (Artículo 7.2). Si crees que un establecimiento no cumple con esta norma, puedes informar a la Institución Nacional de Defensa de la Competencia y del Protector del Consumidor (INDECOPI), pero primero te recomiendo documentar tu caso para probarlo.

Fuente: Código de Protección y Defensa del Consumidor, Ley N° 29571","No. Cualquier aumento o sobreprecio al precio que se exhibe en la página web o en la tienda física está prohibido. La empresa debe mostrar exactamente el precio final a cobrar, o avisar claramente si existe algún recargo o pago adicional.",Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor | Código de Protección y Defensa del Consumidor,2.58,3
bge-m3,BAAI/bge-m3,11,precios,mistral:7b-instruct,¿Me pueden obligar a pagar propina o un adicional al precio de la carta en un restaurante?," No, según el Código de Protección y Defensa del Consumidor, no se permite que un restaurante exija a los clientes pagar propina o un adicional al precio de la carta. La Sala sancionó a un restaurante que entregaba entre sus comensales hombres y mujeres cartas diferenciadas sin justificación alguna (referencia al contexto legal). Por lo tanto, cualquier práctica que implique el cobro adicional a los precios de los productos en un restaurante es inadmisible.","No. La propina es únicamente voluntaria, y cualquier recargo, suma o pago adicional que deba hacerse por el servicio de restaurante o alimentación debe figurar y ser informado al cliente de forma íntegra y adecuada antes de producirse el consumo.",Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Anexos de la Resolución SBS N° 3274-2017 | Anexos de la Resolución SBS N° 3274-2017,1.37,3
bge-m3,BAAI/bge-m3,12,educacion,mistral:7b-instruct,¿El colegio puede obligarme a comprar libros de texto nuevos para mis hijos?," No, el colegio no puede obligarte a comprar libros de texto nuevos para tus hijos. En Perú, las instituciones educativas públicas y privadas están prohibidas de obligar a los alumnos o a los padres de familia a adquirir textos escolares nuevos (Artículo 2.1 del Código de Protección y Defensa del Consumidor, Ley N° 29571). Tienes derecho de adquirir y utilizar textos de segundo uso como fuente de consulta o material de estudio y de trabajo (Artículo 2.2 del mismo Código). Si el colegio te obliga a comprar libros nuevos, puedes comunicarte con INDECOPI para que les hagas saber tu situación y tome las medidas necesarias para proteger tus derechos.

Fuente: Código de Protección y Defensa del Consumidor (Ley N° 29571) y Resolución N.º 1286-2021/SPC-INDECOPI",No. Por ley los textos escolares que lleven los alumnos pueden ser reutilizados o de segunda mano. Está prohibido y sancionado exigir la compra de libros totalmente nuevos.,Ley N° 29694 | Lineamientos sobre Protección al Consumidor - Actualizado 2022 | Ley N° 29694,2.53,3
